block_index,distance[cm],mac_address,n_measurements,sequence_number,session_handle,status
0,283,0x0001,1,0,1,SUCCESS
1,284,0x0001,1,1,1,SUCCESS
2,231,0x0001,1,2,1,SUCCESS
3,289,0x0001,1,3,1,SUCCESS
4,340,0x0001,1,4,1,SUCCESS
5,301,0x0001,1,5,1,SUCCESS
6,236,0x0001,1,6,1,SUCCESS
7,226,0x0001,1,7,1,SUCCESS
8,282,0x0001,1,8,1,SUCCESS
9,241,0x0001,1,9,1,SUCCESS
10,285,0x0001,1,10,1,SUCCESS
11,281,0x0001,1,11,1,SUCCESS
12,298,0x0001,1,12,1,SUCCESS
13,299,0x0001,1,13,1,SUCCESS
14,261,0x0001,1,14,1,SUCCESS
15,254,0x0001,1,15,1,SUCCESS
16,255,0x0001,1,16,1,SUCCESS
17,229,0x0001,1,17,1,SUCCESS
18,295,0x0001,1,18,1,SUCCESS
19,219,0x0001,1,19,1,SUCCESS
20,289,0x0001,1,20,1,SUCCESS
21,254,0x0001,1,21,1,SUCCESS
22,288,0x0001,1,22,1,SUCCESS
23,291,0x0001,1,23,1,SUCCESS
24,286,0x0001,1,24,1,SUCCESS
25,216,0x0001,1,25,1,SUCCESS
26,235,0x0001,1,26,1,SUCCESS
27,267,0x0001,1,27,1,SUCCESS
28,283,0x0001,1,28,1,SUCCESS
29,295,0x0001,1,29,1,SUCCESS
30,305,0x0001,1,30,1,SUCCESS
31,322,0x0001,1,31,1,SUCCESS
32,295,0x0001,1,32,1,SUCCESS
33,326,0x0001,1,33,1,SUCCESS
34,258,0x0001,1,34,1,SUCCESS
35,294,0x0001,1,35,1,SUCCESS
36,300,0x0001,1,36,1,SUCCESS
37,277,0x0001,1,37,1,SUCCESS
38,288,0x0001,1,38,1,SUCCESS
39,279,0x0001,1,39,1,SUCCESS
40,277,0x0001,1,40,1,SUCCESS
41,291,0x0001,1,41,1,SUCCESS
42,285,0x0001,1,42,1,SUCCESS
43,281,0x0001,1,43,1,SUCCESS
44,282,0x0001,1,44,1,SUCCESS
45,280,0x0001,1,45,1,SUCCESS
46,283,0x0001,1,46,1,SUCCESS
47,296,0x0001,1,47,1,SUCCESS
48,288,0x0001,1,48,1,SUCCESS
49,283,0x0001,1,49,1,SUCCESS
50,276,0x0001,1,50,1,SUCCESS
51,280,0x0001,1,51,1,SUCCESS
52,285,0x0001,1,52,1,SUCCESS
53,284,0x0001,1,53,1,SUCCESS
54,289,0x0001,1,54,1,SUCCESS
55,278,0x0001,1,55,1,SUCCESS
56,289,0x0001,1,56,1,SUCCESS
57,289,0x0001,1,57,1,SUCCESS
58,299,0x0001,1,58,1,SUCCESS
59,290,0x0001,1,59,1,SUCCESS
60,286,0x0001,1,60,1,SUCCESS
61,282,0x0001,1,61,1,SUCCESS
62,286,0x0001,1,62,1,SUCCESS
63,284,0x0001,1,63,1,SUCCESS
64,283,0x0001,1,64,1,SUCCESS
65,284,0x0001,1,65,1,SUCCESS
66,286,0x0001,1,66,1,SUCCESS
67,285,0x0001,1,67,1,SUCCESS
68,279,0x0001,1,68,1,SUCCESS
69,285,0x0001,1,69,1,SUCCESS
70,283,0x0001,1,70,1,SUCCESS
71,283,0x0001,1,71,1,SUCCESS
