block_index,distance[cm],mac_address,n_measurements,sequence_number,session_handle,status
0,98,0x0001,1,0,1,SUCCESS
1,96,0x0001,1,1,1,SUCCESS
2,112,0x0001,1,2,1,SUCCESS
3,95,0x0001,1,3,1,SUCCESS
4,117,0x0001,1,4,1,SUCCESS
5,97,0x0001,1,5,1,SUCCESS
6,97,0x0001,1,6,1,SUCCESS
7,99,0x0001,1,7,1,SUCCESS
8,107,0x0001,1,8,1,SUCCESS
9,94,0x0001,1,9,1,SUCCESS
10,98,0x0001,1,10,1,SUCCESS
11,106,0x0001,1,11,1,SUCCESS
12,96,0x0001,1,12,1,SUCCESS
13,95,0x0001,1,13,1,SUCCESS
14,96,0x0001,1,14,1,SUCCESS
15,97,0x0001,1,15,1,SUCCESS
16,113,0x0001,1,16,1,SUCCESS
17,104,0x0001,1,17,1,SUCCESS
18,100,0x0001,1,18,1,SUCCESS
19,100,0x0001,1,19,1,SUCCESS
20,99,0x0001,1,20,1,SUCCESS
21,107,0x0001,1,21,1,SUCCESS
22,117,0x0001,1,22,1,SUCCESS
23,102,0x0001,1,23,1,SUCCESS
24,118,0x0001,1,24,1,SUCCESS
25,106,0x0001,1,25,1,SUCCESS
26,99,0x0001,1,26,1,SUCCESS
27,99,0x0001,1,27,1,SUCCESS
28,107,0x0001,1,28,1,SUCCESS
29,104,0x0001,1,29,1,SUCCESS
30,95,0x0001,1,30,1,SUCCESS
31,90,0x0001,1,31,1,SUCCESS
32,96,0x0001,1,32,1,SUCCESS
33,107,0x0001,1,33,1,SUCCESS
34,96,0x0001,1,34,1,SUCCESS
35,103,0x0001,1,35,1,SUCCESS
36,102,0x0001,1,36,1,SUCCESS
37,100,0x0001,1,37,1,SUCCESS
38,97,0x0001,1,38,1,SUCCESS
39,97,0x0001,1,39,1,SUCCESS
40,105,0x0001,1,40,1,SUCCESS
41,103,0x0001,1,41,1,SUCCESS
42,100,0x0001,1,42,1,SUCCESS
43,106,0x0001,1,43,1,SUCCESS
44,96,0x0001,1,44,1,SUCCESS
45,106,0x0001,1,45,1,SUCCESS
46,99,0x0001,1,46,1,SUCCESS
47,100,0x0001,1,47,1,SUCCESS
48,103,0x0001,1,48,1,SUCCESS
49,99,0x0001,1,49,1,SUCCESS
50,107,0x0001,1,50,1,SUCCESS
51,106,0x0001,1,51,1,SUCCESS
52,98,0x0001,1,52,1,SUCCESS
53,105,0x0001,1,53,1,SUCCESS
54,98,0x0001,1,54,1,SUCCESS
55,107,0x0001,1,55,1,SUCCESS
56,104,0x0001,1,56,1,SUCCESS
57,98,0x0001,1,57,1,SUCCESS
58,107,0x0001,1,58,1,SUCCESS
59,95,0x0001,1,59,1,SUCCESS
60,104,0x0001,1,60,1,SUCCESS
61,96,0x0001,1,61,1,SUCCESS
62,96,0x0001,1,62,1,SUCCESS
63,104,0x0001,1,63,1,SUCCESS
64,96,0x0001,1,64,1,SUCCESS
65,98,0x0001,1,65,1,SUCCESS
66,96,0x0001,1,66,1,SUCCESS
67,108,0x0001,1,67,1,SUCCESS
68,108,0x0001,1,68,1,SUCCESS
69,98,0x0001,1,69,1,SUCCESS
70,103,0x0001,1,70,1,SUCCESS
71,107,0x0001,1,71,1,SUCCESS
72,98,0x0001,1,72,1,SUCCESS
73,98,0x0001,1,73,1,SUCCESS
74,96,0x0001,1,74,1,SUCCESS
75,97,0x0001,1,75,1,SUCCESS
76,98,0x0001,1,76,1,SUCCESS
77,107,0x0001,1,77,1,SUCCESS
78,101,0x0001,1,78,1,SUCCESS
79,98,0x0001,1,79,1,SUCCESS
80,96,0x0001,1,80,1,SUCCESS
81,99,0x0001,1,81,1,SUCCESS
82,98,0x0001,1,82,1,SUCCESS
83,96,0x0001,1,83,1,SUCCESS
84,96,0x0001,1,84,1,SUCCESS
85,98,0x0001,1,85,1,SUCCESS
86,95,0x0001,1,86,1,SUCCESS
87,98,0x0001,1,87,1,SUCCESS
88,107,0x0001,1,88,1,SUCCESS
89,105,0x0001,1,89,1,SUCCESS
90,112,0x0001,1,90,1,SUCCESS
91,106,0x0001,1,91,1,SUCCESS
92,98,0x0001,1,92,1,SUCCESS
93,96,0x0001,1,93,1,SUCCESS
94,106,0x0001,1,94,1,SUCCESS
95,106,0x0001,1,95,1,SUCCESS
96,105,0x0001,1,96,1,SUCCESS
97,99,0x0001,1,97,1,SUCCESS
98,97,0x0001,1,98,1,SUCCESS
99,111,0x0001,1,99,1,SUCCESS
100,108,0x0001,1,100,1,SUCCESS
101,95,0x0001,1,101,1,SUCCESS
102,106,0x0001,1,102,1,SUCCESS
103,97,0x0001,1,103,1,SUCCESS
104,109,0x0001,1,104,1,SUCCESS
105,103,0x0001,1,105,1,SUCCESS
106,103,0x0001,1,106,1,SUCCESS
107,107,0x0001,1,107,1,SUCCESS
108,96,0x0001,1,108,1,SUCCESS
109,105,0x0001,1,109,1,SUCCESS
110,105,0x0001,1,110,1,SUCCESS
111,103,0x0001,1,111,1,SUCCESS
112,97,0x0001,1,112,1,SUCCESS
113,101,0x0001,1,113,1,SUCCESS
114,96,0x0001,1,114,1,SUCCESS
115,99,0x0001,1,115,1,SUCCESS
116,97,0x0001,1,116,1,SUCCESS
117,95,0x0001,1,117,1,SUCCESS
118,94,0x0001,1,118,1,SUCCESS
119,98,0x0001,1,119,1,SUCCESS
120,98,0x0001,1,120,1,SUCCESS
121,98,0x0001,1,121,1,SUCCESS
122,95,0x0001,1,122,1,SUCCESS
123,99,0x0001,1,123,1,SUCCESS
124,97,0x0001,1,124,1,SUCCESS
125,94,0x0001,1,125,1,SUCCESS
126,107,0x0001,1,126,1,SUCCESS
127,103,0x0001,1,127,1,SUCCESS
